,Branch length stretch,Local substitution rate,date,numdate
GBDL00072,1.000087918549825,1.2820494251851893,-207000000.0,-206109610.6346784
GBDL00083,4.839681590362075e-07,0.9379055916694442,-187000000.0,-186195637.75065663
GBDL00214,5.473189586402987e-07,1.2091206172443472,-187000000.0,-186195637.75065663
GBDL00215,5.473189586402987e-07,1.2091206172443472,-187000000.0,-186195637.75065663
GBDL00231,5.579583115008405e-07,1.262293872106386,-187000000.0,-186195637.75065663
GBDL00722,0.9989533827450444,1.7639952528553884,-187000000.0,-186195637.75124022
GBDL01060,0.9997388283464761,1.604288883455638,-187000000.0,-186195637.75124022
GBDL01098,0.9994455017266812,2.837912193415162,-187000000.0,-186195637.75124022
GBDL01219,2.0,0.00873094820764067,-207000000.0,-206109610.6346784
GBDL01363,0.9733998656753143,3.1181411077256143,-207000000.0,-206109610.6346784
GBDL01521,0.9999786754629156,1.2688898149203622,-187000000.0,-186195637.75124022
GBDL01651,0.9975168220763386,0.33116268466364385,-187000000.0,-186195637.75124022
GBDL01888,4.971164350448371e-07,0.9885758598223168,-187000000.0,-186195637.75065663
GBDL01892,5.048627479949063e-07,1.0196880877997851,-187000000.0,-186195637.75065663
GBDL01918,1.003724137112664,0.26382360373011127,-187000000.0,-186195637.75124022
GBDL02306,4.971164350448371e-07,0.9885758598223168,-187000000.0,-186195637.75065663
GBDL02310,5.579583115008405e-07,1.262293872106386,-187000000.0,-186195637.75065663
GBDL02326,1.0009027043220957,0.3585030362937815,-187000000.0,-186195637.75124022
GBDL02332,0.9964781038437978,1.5443144201007155,-187000000.0,-186195637.75124022
GBDL02447,4.6443277369137453e-07,0.8672154818372892,-187000000.0,-186195637.75065663
GBDL02560,5.048627479949063e-07,1.0196880877997851,-187000000.0,-186195637.75065663
GBDL02563,1.0007366608888941,0.6181886206054552,-187000000.0,-186195637.75124022
GBDL02876,4.839681590362075e-07,0.9379055916694442,-187000000.0,-186195637.75065663
GBDL02898,5.579583115008405e-07,1.262293872106386,-187000000.0,-186195637.75065663
GBDL02929,1.0021151882796382,0.6985518104355367,-187000000.0,-186195637.75124022
GBDL03008,0.9999568186165949,1.3333047515092233,-187000000.0,-186195637.75124022
GBDL03109,1.0006754216339258,1.695956583346326,-187000000.0,-186195637.75124022
GBDL03189,1.0000968592858446,0.9857764048412335,-187000000.0,-186195637.75124022
GBDL03216,4.6443277369137453e-07,0.8672154818372892,-187000000.0,-186195637.75065663
GBDL03249,1.0004948166804377,0.6340222319513309,-187000000.0,-186195637.75124022
GBDL03350,0.9995565274878946,1.311759536812837,-187000000.0,-186195637.75124022
GMAAG117-16|Harpalinae|Carabidae|Costa_Rica|Guanacaste|,6.221646160004185e-07,1.646752481231634,-187000000.0,-186195637.75065663
GMAAQ232-16|Harpalinae|Carabidae|Costa_Rica|Guanacaste|,0.9989712212593443,0.9132796011637206,-187000000.0,-186195637.75124022
GMAAS678-16|Harpalinae|Carabidae|Costa_Rica|Guanacaste|,1.0022568569981145,1.1608470733862937,-187000000.0,-186195637.75124022
GMABD009-16|Harpalinae|Carabidae|Costa_Rica|Guanacaste|,2.0,0.0005632309813204492,-187000000.0,-186195637.75124022
GMABY012-16|Harpalinae|Carabidae|Costa_Rica|Guanacaste|,1.0047490816186102,0.9645895901584445,-187000000.0,-186195637.75124022
GMACB1575-15|Harpalinae|Carabidae|Costa_Rica|Guanacaste|BIOUG_ACG,1.0282150927123443,0.43545993512736547,-187000000.0,-186195637.75124022
GMCEE086-14|Harpalinae|Carabidae|Costa_Rica|Guanacaste|BIOUG_ACG,1.0250040675094558,3.7883668704905404,-187000000.0,-186195637.75124022
GMCFF2348-14|Harpalinae|Carabidae|Costa_Rica|Guanacaste|BIOUG_ACG,1.002347411437103,0.8440736631321966,-187000000.0,-186195637.75124022
GMCHC111-14|Harpalinae|Carabidae|China|Shaanxi|BIOUG_SHAANXI,0.9994090264934984,1.175799846534244,-187000000.0,-186195637.75124022
GMCLL779-14|Harpalinae|Carabidae|Costa_Rica|Guanacaste|BIOUG_ACG,0.9996074964977104,0.9480733592656853,-187000000.0,-186195637.75124022
GMCRC1008-13|Harpalinae|Carabidae|Costa_Rica|Guanacaste|BIOUG_ACG,1.0041681576307913,4.460446470362659,-187000000.0,-186195637.75124022
GMCRI102-13|Harpalinae|Carabidae|Costa_Rica|Guanacaste|BIOUG_ACG,1.000499853594497,1.195755393598602,-187000000.0,-186195637.75124022
GMEGQ353-14|Harpalinae|Carabidae|Egypt|Alexandria|BIOUG_ALEXAN_1,0.9999369101792407,1.5702630279560186,-187000000.0,-186195637.75124022
GMHDC153-13|Harpalinae|Carabidae|Honduras|Cortes|BIOUG_CUSU-NP_2,0.9998645490481035,0.7679609339632245,-187000000.0,-186195637.75124022
GMHDM504-13|Harpalinae|Carabidae|Honduras|Cortes|BIOUG_CUSU-NP_2,6.689646507054401e-07,2.0209614887879477,-187000000.0,-186195637.75065663
GMHJJ047-15|Harpalinae|Carabidae|Honduras|Cortes|,1.0027911876532742,0.6466581118116406,-187000000.0,-186195637.75124022
GMHJN587-15|Harpalinae|Carabidae|Honduras|Cortes|,0.9999597704037377,0.5854976071726675,-187000000.0,-186195637.75124022
GMHJP515-15|Harpalinae|Carabidae|Honduras|Cortes|,1.0024788410555148,1.2803446750563394,-187000000.0,-186195637.75124022
JIAAG035-16|Harpalinae|Carabidae|Costa_Rica|Guanacaste|,1.0018710427680204,0.4395086558128043,-187000000.0,-186195637.75124022
JIAAH008-16|Harpalinae|Carabidae|Costa_Rica|Guanacaste|,1.598161084945931,1.2003366467098733,-187000000.0,-186195637.75124022
JIBBF024-16|Harpalinae|Carabidae|Costa_Rica|Guanacaste|,0.999840327891437,0.6040319026628506,-187000000.0,-186195637.75124022
JICBJ115-16|Harpalinae|Carabidae|Costa_Rica|Guanacaste|,1.0006268948562422,0.8089811701102921,-187000000.0,-186195637.75124022
JICCB012-16|Harpalinae|Carabidae|Costa_Rica|Guanacaste|,1.0008743014988821,0.7499854790051765,-187000000.0,-186195637.75124022
JICCD234-16|Harpalinae|Carabidae|Costa_Rica|Guanacaste|,6.689646507054401e-07,2.0209614887879477,-187000000.0,-186195637.75065663
JICCH1273-16|Harpalinae|Carabidae|Costa_Rica|Guanacaste|,1.0005712120439116,0.7399480392374586,-187000000.0,-186195637.75124022
JICCL036-16|Harpalinae|Carabidae|Costa_Rica|Guanacaste|,0.9993857474545176,1.2326429594919195,-187000000.0,-186195637.75124022
JICFD020-16|Harpalinae|Carabidae|Costa_Rica|Guanacaste|,0.9994536362411236,0.8926124762540274,-187000000.0,-186195637.75124022
JICFQ028-16|Harpalinae|Carabidae|Costa_Rica|Guanacaste|,1.0249628395081531,0.05926304966290695,-187000000.0,-186195637.75124022
JIEEI042-16|Harpalinae|Carabidae|Costa_Rica|Guanacaste|,1.009695669567853,0.6827372404740543,-187000000.0,-186195637.75124022
JIEEQ013-16|Harpalinae|Carabidae|Costa_Rica|Guanacaste|,1.0014099959855152,0.7146824280725109,-187000000.0,-186195637.75124022
JIFFZ005-16|Harpalinae|Carabidae|Costa_Rica|Guanacaste|,0.994925555231692,2.141833529706407,-187000000.0,-186195637.75124022
MIZA00002,0.9988346798636147,1.0771612717829324,-187000000.0,-186195637.75124022
MIZA00137,0.9956935614244443,3.1883812220360794,-187000000.0,-186195637.75124022
NODE_0000000,0.9996586224181281,1.7477063170727263,,-226291087.93608418
NODE_0000003,1.0024787328162506,0.8658813943546972,,-203248503.73600867
NODE_0000004,0.9993070965976887,1.1949828401938014,,-219228394.20246702
NODE_0000005,0.998768822435301,0.8739952878217825,,-210592913.22304612
NODE_0000006,0.9994632000773579,1.1336811900667487,,-201541162.2087384
NODE_0000007,0.999477959016029,1.6997226475232514,,-198710010.32007173
NODE_0000008,0.9997577183491279,1.6016401772052313,,-186197347.4639753
NODE_0000009,1.5597929911990651,1.138705036676481,,-186195637.75124022
NODE_0000015,1.000591276972438,0.4834633866439927,,-205695775.38785762
NODE_0000016,0.9997155667266044,0.6713014280005792,,-201531490.0532484
NODE_0000017,0.9997652492194874,1.2895704689563918,,-194966098.5882295
NODE_0000018,0.9995466914914123,0.826719875589107,,-201153530.66075942
NODE_0000019,0.9941799872472451,1.1986593363145475,,-197795015.40099737
NODE_0000020,0.9994692441502452,2.1100697450856156,,-230860172.58212656
NODE_0000022,1.000786378047349,0.8237926991873497,,-186195637.75124022
NODE_0000024,0.9979456006661658,1.3484869855500203,,-191705263.0923509
NODE_0000028,0.9994250854744238,4.756025608086661,,-190336919.27612942
NODE_0000029,0.9998590969229727,2.9402574436094167,,-186195637.75124022
NODE_0000030,0.998563032911271,2.077167659438429,,-239724951.3863044
NODE_0000031,1.0012274530571736,0.9363482698527384,,-217501810.42220742
NODE_0000032,1.0005134566094758,1.5392965098308755,,-188239361.14096156
NODE_0000033,0.9982294961084405,1.4412276625986264,,-244146830.5773224
NODE_0000034,1.0025291153080838,0.362176941253288,,-213314730.13693616
NODE_0000035,1.0235117627236676,1.1486737439380543,,-246779624.491563
NODE_0000036,1.0027396939489714,1.4297457813432703,,-239578170.22042707
NODE_0000037,1.0013789432677573,0.9370916003702461,,-227878071.6959655
NODE_0000038,1.001112412281377,1.4590168130859718,,-235335266.34795338
NODE_0000040,1.0023667484396825,1.30812888311565,,-219508510.5263592
NODE_0000041,1.0005585620219921,1.4836817441597747,,-226270583.32952645
NODE_0000042,1.0004961425860917,0.6016464454263821,,-186195637.75124022
NODE_0000043,0.999893570851435,1.8678265138796524,,-221556137.14570174
NODE_0000044,1.003326346491701,1.339294222587066,,-212585259.09702155
NODE_0000045,1.0030789451064992,1.2787778210048593,,-203749634.54308647
NODE_0000047,1.0040919553510272,0.7280579024475498,,-235256185.61280367
NODE_0000048,1.0004509566217148,0.9252129596670727,,-228451256.80900726
NODE_0000049,1.0004155348804462,1.5206241551022142,,-204904937.5417482
NODE_0000050,1.0002236751726492,0.9657275793814646,,-186195637.75124022
NODE_0000051,1.0025799702177205,0.6155123848620669,,-214501928.9743333
NODE_0000052,0.999840530394814,0.9961751983723213,,-213229314.39819133
NODE_0000053,1.0001750654342207,1.0702390920753555,,-205439807.08318734
NODE_0000054,1.000621086320862,0.5256216977197475,,-194025846.82775578
NODE_0000055,0.9998800579437965,0.6005575715147959,,-188163258.1695823
NODE_0000056,0.9997519561089313,0.8094677260507087,,-229382715.7598015
NODE_0000057,1.0018497115957197,0.6834140485650272,,-225896138.14248365
NODE_0000058,1.0010028666427995,0.8030904905223544,,-206637721.6853812
NODE_0000059,1.0009513751917705,0.8760404704716167,,-197224857.19595957
NODE_0000060,0.9996858865766605,1.1465178122041666,,-225855761.84335354
NODE_0000061,0.9995320046036894,1.5019759686373588,,-224028989.41633323
NODE_0000062,1.0001131422855294,1.627361851647556,,-186195637.75124022
NODE_0000063,0.999789796848872,1.1917494094282992,,-214540185.36227915
NODE_0000064,1.0007431566157283,0.813716774922847,,-186195637.75124022
NODE_0000065,0.9999794108717796,1.786881616233673,,-186195637.75124022
NODE_0000068,1.0007081941217324,0.5994911119180665,,-208955041.5959982
NODE_0000069,0.9996899706920701,0.8994596581023276,,-205338775.0452592
NODE_0000070,0.9999695147278759,4.062884466278357,,-186195637.75124022
NODE_0000071,0.9941316930886445,1.1662297926755831,,-258920644.0068353
NODE_0000073,1.00360582680252,1.1591008953518143,,-228005724.77734575
NODE_0000074,0.9955313242281814,0.7612727643048086,,-216678748.56209412
NODE_0000075,0.9924885819242042,1.080867160614572,,-201504505.41064352
NODE_0000076,1.011599093519888,1.3649195914661905,,-223418569.3609645
NODE_0000077,1.0112520204357063,1.3942404638569619,,-214844704.08836663
NODE_0000078,1.0027083630787157,1.301647319618655,,-189410425.28159747
NODE_0000080,1.0110595425684874,0.4713504526829781,,-239441713.22329068
NODE_0000081,1.0062846004157877,0.958585460644352,,-234119570.9635859
NODE_0000082,0.9906224990269142,0.8489489505306519,,-286365654.3924195
NODE_0000083,1.0020535220540985,0.7587271441882316,,-198013345.73193732
NODE_0000084,0.9999669874507437,1.068212706665073,,-294528154.60327035
NODE_0000085,0.9999877909921954,1.2958064350335066,,-246727857.5340323
NODE_0000086,0.9999825345800551,1.0196733069850896,,-213313760.58331165
NODE_0000087,0.9997531608335608,1.3130049116774203,,-207368167.34462607
NODE_0000089,1.0078666574438846,0.9265007446970789,,-276241075.2460478
NODE_0000091,0.9977682132411312,1.207283945710817,,-193180056.50809222
NODE_0000093,1.0083433589248987,1.3555566565705146,,-267628133.6763727
NODE_0000094,0.9969046271254323,1.0590642633138696,,-186195637.75124022
NODE_0000096,0.999000999000999,1.0,,-312205735.8952617
PMNHJ169-15|Harpalinae|Carabidae|Pakistan|Islamabad|BIOUG_RAWAL,0.9967559420387347,0.7054043419941618,-187000000.0,-186195637.75124022
SPSO00005,0.999635743983465,1.2111326063255,-187000000.0,-186195637.75124022
SPSO00062,1.0003696008964877,0.6599119621471519,-187000000.0,-186195637.75124022
SPSO00077,1.002199610119083,0.4961160133229547,-187000000.0,-186195637.75124022
SPSO00089,0.9996963587346372,2.105880191680116,-187000000.0,-186195637.75124022
SRAA00087,2.0,0.00012807249723142722,-187000000.0,-186195637.75124022
SRAA00091,2.0,0.00873094820764067,-207000000.0,-206109610.6346784
